i-index (unitless),j-index (unitless),X-value (cm),Y-value (cm),Longitude (deg),Latitude (deg),500mb Height Analysis (m),Analysis Increment from Background (m)
7,11,32.87,2.59,-110.4947,44.8238,5420.4446,-9.5802
7,12,34.14,2.59,-110.6616,43.2721,5417.1769,-13.9325
7,13,35.41,2.59,-110.8167,41.7379,5420.6313,-11.3674
7,14,36.68,2.59,-110.961,40.2217,5420.9561,-13.9306
7,15,37.95,2.59,-111.0957,38.7236,5422.7322,-20.4079
7,16,39.22,2.59,-111.2218,37.2438,5435.8284,-24.9192
7,17,40.49,2.59,-111.34,35.7825,5458.5499,-28.1157
7,18,41.76,2.59,-111.451,34.3399,5505.0699,-8.1294
7,19,43.03,2.59,-111.5555,32.9161,5550.8157,16.3034
7,20,44.3,2.59,-111.654,31.511,5586.7538,37.48
7,21,45.57,2.59,-111.7471,30.1249,5609.8739,51.2505
8,0,18.9,3.86,-103.4571,62.6416,5194.2649,-32.5266
8,1,20.17,3.86,-104.1661,60.9472,5213.6118,-27.6915
8,2,21.44,3.86,-104.794,59.262,5239.1398,-24.5913
8,3,22.71,3.86,-105.3537,57.5872,5277.4504,-19.4185
8,4,23.98,3.86,-105.8557,55.9239,5319.3014,-14.0558
8,5,25.25,3.86,-106.3084,54.273,5355.1199,-9.5821
8,6,26.52,3.86,-106.7187,52.6355,5385.6953,-7.1291
8,7,27.79,3.86,-107.0923,51.012,5409.2614,-8.3127
8,8,29.06,3.86,-107.4338,49.4033,5425.1557,-8.4328
8,9,30.33,3.86,-107.7471,47.8099,5432.3128,-9.6703
8,10,31.6,3.86,-108.0357,46.2323,5436.7374,-9.578
8,11,32.87,3.86,-108.3023,44.6711,5438.9715,-8.5176
8,12,34.14,3.86,-108.5493,43.1267,5440.1481,-5.5993
8,13,35.41,3.86,-108.7788,41.5993,5433.7326,-9.3294
8,14,36.68,3.86,-108.9926,40.0894,5430.0377,-11.94
8,15,37.95,3.86,-109.1923,38.5973,5431.668,-13.6777
8,16,39.22,3.86,-109.3791,37.1231,5428.0216,-29.4692
8,17,40.49,3.86,-109.5543,35.6671,5447.8033,-32.0428
8,18,41.76,3.86,-109.719,34.2294,5488.6803,-16.6611
8,19,43.03,3.86,-109.874,32.8102,5537.8871,11.4652
8,20,44.3,3.86,-110.0202,31.4096,5572.6426,31.5258
8,21,45.57,3.86,-110.1583,30.0276,5595.9125,44.8848
9,0,18.9,5.13,-99.8142,62.241,5202.7575,-27.6606
9,1,20.17,5.13,-100.7301,60.5734,5221.1629,-25.4414
9,2,21.44,5.13,-101.5437,58.9121,5251.4115,-21.9526
9,3,22.71,5.13,-102.271,57.2588,5292.3005,-17.6694
9,4,23.98,5.13,-102.9248,55.615,5332.563,-12.78
9,5,25.25,5.13,-103.5156,53.9818,5367.5898,-7.1674
9,6,26.52,5.13,-104.052,52.3604,5397.0173,-8.0534
9,7,27.79,5.13,-104.541,50.7517,5426.8442,-8.1452
9,8,29.06,5.13,-104.9886,49.1566,5447.152,-7.2785
9,9,30.33,5.13,-105.3999,47.5758,5457.2467,-6.4391
9,10,31.6,5.13,-105.7789,46.0099,5460.0848,-7.0015
9,11,32.87,5.13,-106.1294,44.4595,5459.8375,-6.1939
9,12,34.14,5.13,-106.4545,42.9251,5453.3771,-8.0929
9,13,35.41,5.13,-106.7567,41.4071,5442.2817,-13.6081
9,14,36.68,5.13,-107.0384,39.906,5433.9052,-17.8226
9,15,37.95,5.13,-107.3015,38.4221,5425.5792,-25.384
9,16,39.22,5.13,-107.548,36.9556,5422.4356,-34.8061
9,17,40.49,5.13,-107.7792,35.5069,5434.5495,-39.5179
9,18,41.76,5.13,-107.9966,34.076,5477.0577,-20.0665
9,19,43.03,5.13,-108.2013,32.6633,5517.8511,-0.3016
9,20,44.3,5.13,-108.3945,31.2687,5551.3913,17.57
9,21,45.57,5.13,-108.577,29.8925,5575.9563,30.0055
10,0,18.9,6.4,-96.2926,61.7369,5212.5265,-22.0552
10,1,20.17,6.4,-97.3956,60.1021,5228.7082,-21.8955
10,2,21.44,6.4,-98.3792,58.4702,5258.4415,-18.2994
10,3,22.71,6.4,-99.2614,56.8435,5299.7235,-14.1967
10,4,23.98,6.4,-100.0567,55.2238,5340.7723,-11.1578
10,5,25.25,6.4,-100.777,53.6126,5376.5991,-8.6801
10,6,26.52,6.4,-101.4324,52.0114,5413.0233,-7.8099
10,7,27.79,6.4,-102.031,50.4212,5449.7594,-6.0992
10,8,29.06,6.4,-102.5798,48.8432,5475.842,-1.4665
10,9,30.33,6.4,-103.0847,47.2781,5482.9049,-2.7757
10,10,31.6,6.4,-103.5507,45.7269,5483.3151,-3.6
10,11,32.87,6.4,-103.982,44.1901,5480.1158,-3.4842
10,12,34.14,6.4,-104.3824,42.6684,5467.0305,-10.2145
10,13,35.41,6.4,-104.755,41.1623,5454.1371,-16.0759
10,14,36.68,6.4,-105.1026,39.6723,5442.7971,-21.7721
10,15,37.95,6.4,-105.4275,38.1987,5443.1022,-18.4365
10,16,39.22,6.4,-105.732,36.7421,5425.0657,-38.4654
10,17,40.49,6.4,-106.0179,35.3025,5422.8221,-51.778
10,18,41.76,6.4,-106.2868,33.8803,5456.3774,-37.6753
10,19,43.03,6.4,-106.5402,32.4757,5501.7552,-13.4121
10,20,44.3,6.4,-106.7794,31.0889,5538.2207,4.7357
10,21,45.57,6.4,-107.0055,29.72,5549.7256,-0.9316
11,0,18.9,7.67,-92.9117,61.1356,5207.6177,-29.8617
11,1,20.17,7.67,-94.1798,59.5386,5233.2862,-20.0685
11,2,21.44,7.67,-95.3157,57.9409,5264.6358,-14.467
11,3,22.71,7.67,-96.3383,56.3452,5306.4637,-12.4164
11,4,23.98,7.67,-97.2631,54.7538,5351.0512,-13.0089
11,5,25.25,7.67,-98.1032,53.1686,5394.2299,-11.0721
11,6,26.52,7.67,-98.8693,51.5911,5437.2268,-8.0717
11,7,27.79,7.67,-99.5706,50.0229,5473.2063,-7.0014
11,8,29.06,7.67,-100.2147,48.4651,5495.7574,-4.0448
11,9,30.33,7.67,-100.8083,46.9188,5510.0842,3.81
11,10,31.6,7.67,-101.3569,45.385,5508.6559,2.6223
11,11,32.87,7.67,-101.8654,43.8644,5505.9689,3.8485
11,12,34.14,7.67,-102.338,42.3579,5491.4941,-4.4976
11,13,35.41,7.67,-102.7782,40.866,5481.0482,-8.3862
11,14,36.68,7.67,-103.1893,39.3893,5465.8896,-18.2217
11,15,37.95,7.67,-103.574,37.9283,5465.7773,-15.0993
11,16,39.22,7.67,-103.9347,36.4833,5417.3045,-63.7874
11,17,40.49,7.67,-104.2736,35.0548,5418.4109,-70.0258
11,18,41.76,7.67,-104.5926,33.6431,5452.6776,-52.7306
11,19,43.03,7.67,-104.8933,32.2483,5496.8837,-31.4962
11,20,44.3,7.67,-105.1773,30.8708,5541.2374,-10.9844
11,21,45.57,7.67,-105.446,29.5107,5581.8611,5.0891
12,0,18.9,8.94,-89.6851,60.4442,5185.8774,-50.9028
12,1,20.17,8.94,-91.0955,58.8889,5221.7163,-34.4308
12,2,21.44,8.94,-92.365,57.3293,5273.6565,-14.3688
12,3,22.71,8.94,-93.5125,55.7685,5320.5968,-16.5764
12,4,23.98,8.94,-94.554,54.2089,5375.4233,-15.663
12,5,25.25,8.94,-95.503,52.653,5422.1323,-13.7913
12,6,26.52,8.94,-96.3708,51.1026,5462.4602,-10.7431
12,7,27.79,8.94,-97.1671,49.5593,5493.711,-9.1531
12,8,29.06,8.94,-97.9,48.0247,5518.3202,-1.8362
12,9,30.33,8.94,-98.5767,46.4999,5535.9982,9.1307
12,10,31.6,8.94,-99.2032,44.9861,5537.7148,9.7244
12,11,32.87,8.94,-99.7847,43.4843,5539.8658,13.4934
12,12,34.14,8.94,-100.3259,41.9953,5536.8283,13.7855
12,13,35.41,8.94,-100.8306,40.5197,5519.7837,0.8672
12,14,36.68,8.94,-101.3024,39.0584,5501.9576,-13.2786
12,15,37.95,8.94,-101.7443,37.6118,5467.4712,-45.3689
12,16,39.22,8.94,-102.1591,36.1805,5449.3949,-63.2595
12,17,40.49,8.94,-102.5491,34.7648,5444.1139,-73.9958
12,18,41.76,8.94,-102.9165,33.3652,5469.3673,-64.7739
12,19,43.03,8.94,-103.2631,31.9819,5519.4507,-40.6255
12,20,44.3,8.94,-103.5906,30.6152,5571.378,-18.0463
12,21,45.57,8.94,-103.9006,29.2654,5619.1068,0.8985
13,0,18.9,10.21,-86.6216,59.67,5160.5367,-68.4483
13,1,20.17,10.21,-88.1516,58.1597,5204.1743,-54.931
13,2,21.44,10.21,-89.5356,56.6412,5266.814,-40.9902
13,3,22.71,10.21,-90.7922,55.1182,5352.6364,-17.8965
13,4,23.98,10.21,-91.9371,53.5936,5407.5783,-17.3503
13,5,25.25,10.21,-92.9837,52.0698,5447.4114,-15.6839
13,6,26.52,10.21,-93.9437,50.5492,5479.3064,-14.208
13,7,27.79,10.21,-94.8268,49.0336,5512.4593,-7.2961
13,8,29.06,10.21,-95.6415,47.5247,5537.3839,-1.3009
13,9,30.33,10.21,-96.3952,46.0239,5556.981,7.2334
13,10,31.6,10.21,-97.0943,44.5325,5565.6279,9.7433
13,11,32.87,10.21,-97.7443,43.0516,5571.0449,11.7177
13,12,34.14,10.21,-98.35,41.5822,5570.3988,9.9186
13,13,35.41,10.21,-98.9158,40.1251,5565.3561,5.8115
13,14,36.68,10.21,-99.4453,38.681,5555.5613,-1.9861
13,15,37.95,10.21,-99.9418,37.2507,5525.9215,-29.7747
13,16,39.22,10.21,-100.4083,35.8348,5497.7755,-57.5676
13,17,40.49,10.21,-100.8473,34.4336,5491.2335,-68.6056
13,18,41.76,10.21,-101.2611,33.0476,5508.6535,-66.1713
13,19,43.03,10.21,-101.6519,31.6773,5555.6844,-45.6806
13,20,44.3,10.21,-102.0214,30.3229,5611.9956,-19.9437
13,21,45.57,10.21,-102.3714,28.9847,5643.2318,-16.7711
14,0,18.9,11.48,-83.7252,58.8207,5124.6626,-96.1409
14,1,20.17,11.48,-85.3531,57.3574,5194.33,-69.5395
14,2,21.44,11.48,-86.8333,55.8824,5281.9171,-50.884
14,3,22.71,11.48,-88.1832,54.3996,5386.3638,-16.2367
14,4,23.98,11.48,-89.4181,52.9123,5431.74,-16.8721
14,5,25.25,11.48,-90.5509,51.4231,5463.0466,-15.7193
14,6,26.52,11.48,-91.5931,49.9347,5490.3627,-15.9536
14,7,27.79,11.48,-92.5546,48.4491,5525.0382,-9.0452
14,8,29.06,11.48,-93.4438,46.9681,5553.9625,-3.9626
14,9,30.33,11.48,-94.2682,45.4934,5581.0327,5.563
14,10,31.6,11.48,-95.0344,44.0265,5596.2133,8.3894
14,11,32.87,11.48,-95.748,42.5685,5601.1918,5.0375
14,12,34.14,11.48,-96.4141,41.1206,5605.2577,4.4663
14,13,35.41,11.48,-97.0372,39.6838,5600.6996,-1.7312
14,14,36.68,11.48,-97.6211,38.2588,5597.3756,-4.9559
14,15,37.95,11.48,-98.1693,36.8465,5585.8179,-16.1072
14,16,39.22,11.48,-98.6848,35.4475,5562.5782,-40.3564
14,17,40.49,11.48,-99.1705,34.0624,5553.2911,-54.833
14,18,41.76,11.48,-99.6289,32.6917,5573.6408,-48.3101
14,19,43.03,11.48,-100.062,31.3357,5617.7099,-28.5338
14,20,44.3,11.48,-100.4718,29.995,5667.0664,-7.4839
14,21,45.57,11.48,-100.8603,28.6697,5704.4765,4.4471
15,0,18.9,12.75,-80.9963,57.9037,5134.4832,-92.3585
15,1,20.17,12.75,-82.7019,56.4888,5198.3365,-78.9144
15,2,21.44,12.75,-84.2608,55.0589,5285.5114,-67.0409
15,3,22.71,12.75,-85.689,53.618,5385.5713,-33.7044
15,4,23.98,12.75,-87.0007,52.1698,5445.7018,-13.8482
15,5,25.25,12.75,-88.2085,50.7172,5472.2033,-16.7076
15,6,26.52,12.75,-89.3232,49.2628,5496.781,-23.3186
15,7,27.79,12.75,-90.3544,47.8091,5532.5776,-20.0366
15,8,29.06,12.75,-91.3107,46.358,5565.8708,-14.8146
15,9,30.33,12.75,-92.1993,44.9113,5599.631,-2.5573
15,10,31.6,12.75,-93.0269,43.4707,5621.2615,3.4017
15,11,32.87,12.75,-93.7991,42.0374,5633.5417,5.104
15,12,34.14,12.75,-94.5212,40.6128,5639.0511,3.9732
15,13,35.41,12.75,-95.1977,39.1978,5645.9713,6.3842
15,14,36.68,12.75,-95.8325,37.7936,5644.161,0.9318
15,15,37.95,12.75,-96.4293,36.4008,5635.5088,-11.1966
15,16,39.22,12.75,-96.9912,35.0203,5626.7275,-24.404
15,17,40.49,12.75,-97.5212,33.6526,5632.9561,-25.4331
15,18,41.76,12.75,-98.0217,32.2985,5638.4623,-32.9348
15,19,43.03,12.75,-98.4952,30.9582,5676.3142,-15.8094
15,20,44.3,12.75,-98.9436,29.6324,5738.1921,21.7643
15,21,45.57,12.75,-99.3689,28.3213,5766.3537,27.9959
16,0,18.9,14.02,-78.432,56.9262,5165.3241,-81.0886
16,1,20.17,14.02,-80.1972,55.5603,5246.1281,-53.5388
16,2,21.44,14.02,-81.8186,54.1765,5319.243,-49.0086
16,3,22.71,14.02,-83.3109,52.7788,5395.4741,-31.1591
16,4,23.98,14.02,-84.6871,51.371,5455.2564,-11.5727
16,5,25.25,14.02,-85.9589,49.9563,5486.4435,-16.7505
16,6,26.52,14.02,-87.1365,48.5375,5516.294,-26.4189
16,7,27.79,14.02,-88.2291,47.1172,5549.6408,-28.8824
16,8,29.06,14.02,-89.245,45.6976,5580.9146,-24.8992
16,9,30.33,14.02,-90.1913,44.2805,5614.3762,-12.0062
16,10,31.6,14.02,-91.0745,42.8677,5645.1156,3.0673
16,11,32.87,14.02,-91.9004,41.4607,5660.2813,6.7104
16,12,34.14,14.02,-92.6739,40.0608,5671.5309,8.8643
16,13,35.41,14.02,-93.3997,38.6693,5682.6328,11.1988
16,14,36.68,14.02,-94.0819,37.2871,5693.6894,13.4147
16,15,37.95,14.02,-94.7241,35.9153,5688.2155,-0.2716
16,16,39.22,14.02,-95.3295,34.5546,5692.7809,-3.5152
16,17,40.49,14.02,-95.9012,33.2058,5697.208,-7.8705
16,18,41.76,14.02,-96.4417,31.8694,5706.4793,-10.4231
16,19,43.03,14.02,-96.9534,30.5461,5751.8797,18.3463
16,20,44.3,14.02,-97.4385,29.2364,5796.2885,43.4592
16,21,45.57,14.02,-97.899,27.9406,5821.4138,51.23
17,0,18.9,15.29,-76.0273,55.8952,5212.0863,-59.5412
17,1,20.17,15.29,-77.8358,54.5785,5293.8286,-29.8144
17,2,21.44,15.29,-79.5053,53.241,5359.5767,-23.4629
17,3,22.71,15.29,-81.0487,51.8871,5433.6525,-2.3119
17,4,23.98,15.29,-82.4778,50.5206,5471.0923,-9.9781
17,5,25.25,15.29,-83.8032,49.1449,5509.5093,-18.2971
17,6,26.52,15.29,-85.0346,47.7628,5547.5563,-25.5119
17,7,27.79,15.29,-86.1805,46.3772,5571.7052,-34.4496
17,8,29.06,15.29,-87.2488,44.9902,5596.6421,-31.7719
17,9,30.33,15.29,-88.2464,43.604,5625.0039,-20.8154
17,10,31.6,15.29,-89.1795,42.2203,5654.6837,-5.9251
17,11,32.87,15.29,-90.0538,40.8409,5681.7031,8.2754
17,12,34.14,15.29,-90.8742,39.4671,5697.4286,11.383
17,13,35.41,15.29,-91.6454,38.1003,5713.7384,14.0271
17,14,36.68,15.29,-92.3713,36.7415,5729.1038,16.0601
17,15,37.95,15.29,-93.0556,35.3918,5741.6786,17.349
17,16,39.22,15.29,-93.7016,34.0522,5754.9913,21.1868
17,17,40.49,15.29,-94.3123,32.7233,5755.3994,12.5974
17,18,41.76,15.29,-94.8903,31.406,5763.0992,10.2645
17,19,43.03,15.29,-95.4382,30.1007,5771.4977,6.2805
17,20,44.3,15.29,-95.9581,28.8082,5830.8879,51.6746
17,21,45.57,15.29,-96.452,27.5287,5853.9787,62.0731
18,0,18.9,16.56,-73.7755,54.8171,5264.6901,-32.0006
18,1,20.17,16.56,-75.6133,53.5491,5342.9317,-2.1383
18,2,21.44,16.56,-77.3179,52.258,5400.4683,1.1395
18,3,22.71,16.56,-78.9007,50.9481,5449.8822,-4.3897
