i-index (unitless),j-index (unitless),X-value (cm),Y-value (cm),Longitude (deg),Latitude (deg),500mb Height Analysis (m),Analysis Increment from Background (m)
5,8,29.06,0.05,-114.9014,49.7282,5383.6025,-14.89
5,9,30.33,0.05,-114.9055,48.118,5386.3607,-19.6567
5,10,31.6,0.05,-114.9093,46.525,5384.9062,-25.7166
5,11,32.87,0.05,-114.9128,44.9494,5382.8299,-32.2608
5,12,34.14,0.05,-114.9161,43.3916,5391.354,-29.3238
5,13,35.41,0.05,-114.9191,41.8519,5403.8891,-24.0067
5,14,36.68,0.05,-114.9219,40.3304,5415.4793,-22.6386
5,15,37.95,0.05,-114.9245,38.8273,5427.1327,-27.1512
5,16,39.22,0.05,-114.927,37.3429,5451.1767,-27.9849
5,17,40.49,0.05,-114.9292,35.8773,5483.8088,-26.504
5,18,41.76,0.05,-114.9314,34.4306,5533.7574,-6.7731
5,19,43.03,0.05,-114.9334,33.0029,5592.5799,27.9845
5,20,44.3,0.05,-114.9353,31.5943,5633.8965,52.8517
5,21,45.57,0.05,-114.9371,30.2048,5659.3366,68.5749
6,0,18.9,1.32,-111.0049,63.1117,5205.7093,-28.7891
6,1,20.17,1.32,-111.2557,61.3851,5217.8867,-26.4733
6,2,21.44,1.32,-111.4769,59.6712,5232.8294,-24.6478
6,3,22.71,1.32,-111.6735,57.9707,5264.0323,-17.2271
6,4,23.98,1.32,-111.8493,56.2842,5303.3253,-11.9729
6,5,25.25,1.32,-112.0075,54.6124,5340.1064,-7.3331
6,6,26.52,1.32,-112.1505,52.9557,5365.9713,-5.3495
6,7,27.79,1.32,-112.2805,51.3148,5383.9622,-6.0533
6,8,29.06,1.32,-112.3992,49.69,5391.0687,-12.2133
6,9,30.33,1.32,-112.508,48.0819,5394.8775,-15.6284
6,10,31.6,1.32,-112.608,46.4907,5394.7395,-19.7246
6,11,32.87,1.32,-112.7003,44.9168,5394.1695,-23.5947
6,12,34.14,1.32,-112.7858,43.3606,5398.2703,-23.068
6,13,35.41,1.32,-112.8651,41.8223,5406.3632,-19.3552
6,14,36.68,1.32,-112.939,40.3021,5414.2138,-18.358
6,15,37.95,1.32,-113.0079,38.8004,5425.1976,-20.0606
6,16,39.22,1.32,-113.0724,37.3172,5426.0655,-40.9423
6,17,40.49,1.32,-113.1328,35.8527,5463.2579,-32.1343
6,18,41.76,1.32,-113.1895,34.4071,5516.0959,-7.1029
6,19,43.03,1.32,-113.2429,32.9804,5568.0022,22.4003
6,20,44.3,1.32,-113.2933,31.5727,5614.6721,53.4519
6,21,45.57,1.32,-113.3408,30.184,5644.7202,73.9531
7,0,18.9,2.59,-107.197,62.9332,5203.7827,-23.343
7,1,20.17,2.59,-107.6828,61.2189,5210.6529,-28.5744
7,2,21.44,2.59,-108.1119,59.516,5232.5295,-22.9755
7,3,22.71,2.59,-108.4937,57.8253,5266.8562,-16.0294
7,4,23.98,2.59,-108.8356,56.1477,5308.9105,-10.5411
7,5,25.25,2.59,-109.1434,54.4838,5346.6882,-6.6865
7,6,26.52,2.59,-109.4221,52.8345,5375.5831,-4.771
7,7,27.79,2.59,-109.6755,51.2002,5395.8441,-6.0934
7,8,29.06,2.59,-109.9069,49.5815,5406.3943,-9.7044
7,9,30.33,2.59,-110.1191,47.9789,5410.8588,-12.6801
7,10,31.6,2.59,-110.3144,46.3929,5412.9337,-14.6808
7,11,32.87,2.59,-110.4947,44.8238,5418.0513,-11.9735
7,12,34.14,2.59,-110.6616,43.2721,5419.7019,-11.4075
7,13,35.41,2.59,-110.8167,41.7379,5417.734,-14.2647
7,14,36.68,2.59,-110.961,40.2217,5419.842,-15.0447
7,15,37.95,2.59,-111.0957,38.7236,5421.5404,-21.5996
7,16,39.22,2.59,-111.2218,37.2438,5427.5611,-33.1865
7,17,40.49,2.59,-111.34,35.7825,5453.7533,-32.9123
7,18,41.76,2.59,-111.451,34.3399,5500.1298,-13.0695
7,19,43.03,2.59,-111.5555,32.9161,5550.9432,16.4309
7,20,44.3,2.59,-111.654,31.511,5595.5411,46.2673
7,21,45.57,2.59,-111.7471,30.1249,5634.8159,76.1926
8,0,18.9,3.86,-103.4571,62.6416,5208.5749,-18.2166
8,1,20.17,3.86,-104.1661,60.9472,5220.3386,-20.9647
8,2,21.44,3.86,-104.794,59.262,5243.8625,-19.8685
8,3,22.71,3.86,-105.3537,57.5872,5281.4129,-15.4559
8,4,23.98,3.86,-105.8557,55.9239,5320.8403,-12.5169
8,5,25.25,3.86,-106.3084,54.273,5357.6998,-7.0021
8,6,26.52,3.86,-106.7187,52.6355,5387.3141,-5.5103
8,7,27.79,3.86,-107.0923,51.012,5409.721,-7.8532
8,8,29.06,3.86,-107.4338,49.4033,5424.3529,-9.2356
8,9,30.33,3.86,-107.7471,47.8099,5431.707,-10.276
8,10,31.6,3.86,-108.0357,46.2323,5434.6733,-11.6422
8,11,32.87,3.86,-108.3023,44.6711,5440.3699,-7.1191
8,12,34.14,3.86,-108.5493,43.1267,5439.8374,-5.91
8,13,35.41,3.86,-108.7788,41.5993,5434.8273,-8.2348
8,14,36.68,3.86,-108.9926,40.0894,5430.6922,-11.2855
8,15,37.95,3.86,-109.1923,38.5973,5428.0636,-17.2822
8,16,39.22,3.86,-109.3791,37.1231,5423.8507,-33.6401
8,17,40.49,3.86,-109.5543,35.6671,5448.5914,-31.2547
8,18,41.76,3.86,-109.719,34.2294,5488.8493,-16.492
8,19,43.03,3.86,-109.874,32.8102,5535.8852,9.4633
8,20,44.3,3.86,-110.0202,31.4096,5576.2205,35.1038
8,21,45.57,3.86,-110.1583,30.0276,5622.9958,71.9681
9,0,18.9,5.13,-99.8142,62.241,5215.5274,-14.8907
9,1,20.17,5.13,-100.7301,60.5734,5237.1216,-9.4828
9,2,21.44,5.13,-101.5437,58.9121,5256.27,-17.0942
9,3,22.71,5.13,-102.271,57.2588,5295.4788,-14.4911
9,4,23.98,5.13,-102.9248,55.615,5334.4006,-10.9424
9,5,25.25,5.13,-103.5156,53.9818,5366.7233,-8.0339
9,6,26.52,5.13,-104.052,52.3604,5399.7293,-5.3413
9,7,27.79,5.13,-104.541,50.7517,5428.1409,-6.8485
9,8,29.06,5.13,-104.9886,49.1566,5447.3927,-7.0378
9,9,30.33,5.13,-105.3999,47.5758,5455.3321,-8.3536
9,10,31.6,5.13,-105.7789,46.0099,5459.2029,-7.8833
9,11,32.87,5.13,-106.1294,44.4595,5456.9905,-9.0408
9,12,34.14,5.13,-106.4545,42.9251,5449.3686,-12.1014
9,13,35.41,5.13,-106.7567,41.4071,5441.7091,-14.1807
9,14,36.68,5.13,-107.0384,39.906,5430.7791,-20.9487
9,15,37.95,5.13,-107.3015,38.4221,5422.5711,-28.3921
9,16,39.22,5.13,-107.548,36.9556,5418.1474,-39.0943
9,17,40.49,5.13,-107.7792,35.5069,5436.7109,-37.3565
9,18,41.76,5.13,-107.9966,34.076,5474.1938,-22.9304
9,19,43.03,5.13,-108.2013,32.6633,5518.5426,0.3899
9,20,44.3,5.13,-108.3945,31.2687,5559.1121,25.2908
9,21,45.57,5.13,-108.577,29.8925,5614.7448,68.794
10,0,18.9,6.4,-96.2926,61.7369,5217.9647,-16.617
10,1,20.17,6.4,-97.3956,60.1021,5240.7624,-9.8413
10,2,21.44,6.4,-98.3792,58.4702,5269.2874,-7.4534
10,3,22.71,6.4,-99.2614,56.8435,5307.5749,-6.3454
10,4,23.98,6.4,-100.0567,55.2238,5341.5929,-10.3372
10,5,25.25,6.4,-100.777,53.6126,5376.5528,-8.7264
10,6,26.52,6.4,-101.4324,52.0114,5414.4548,-6.3784
10,7,27.79,6.4,-102.031,50.4212,5450.6686,-5.1901
10,8,29.06,6.4,-102.5798,48.8432,5473.4675,-3.841
10,9,30.33,6.4,-103.0847,47.2781,5481.1914,-4.4893
10,10,31.6,6.4,-103.5507,45.7269,5483.5553,-3.3597
10,11,32.87,6.4,-103.982,44.1901,5478.2304,-5.3695
10,12,34.14,6.4,-104.3824,42.6684,5467.1181,-10.1269
10,13,35.41,6.4,-104.755,41.1623,5454.3712,-15.8417
10,14,36.68,6.4,-105.1026,39.6723,5441.0211,-23.548
10,15,37.95,6.4,-105.4275,38.1987,5423.1223,-38.4164
10,16,39.22,6.4,-105.732,36.7421,5411.9871,-51.544
10,17,40.49,6.4,-106.0179,35.3025,5421.84,-52.76
10,18,41.76,6.4,-106.2868,33.8803,5455.1805,-38.8723
10,19,43.03,6.4,-106.5402,32.4757,5499.3765,-15.7908
10,20,44.3,6.4,-106.7794,31.0889,5545.0331,11.5482
10,21,45.57,6.4,-107.0055,29.72,5611.7525,61.0953
11,0,18.9,7.67,-92.9117,61.1356,5210.2945,-27.185
11,1,20.17,7.67,-94.1798,59.5386,5235.6654,-17.6893
11,2,21.44,7.67,-95.3157,57.9409,5266.3663,-12.7364
11,3,22.71,7.67,-96.3383,56.3452,5311.2176,-7.6625
11,4,23.98,7.67,-97.2631,54.7538,5353.0466,-11.0135
11,5,25.25,7.67,-98.1032,53.1686,5394.3564,-10.9456
11,6,26.52,7.67,-98.8693,51.5911,5437.5376,-7.7609
11,7,27.79,7.67,-99.5706,50.0229,5475.682,-4.5256
11,8,29.06,7.67,-100.2147,48.4651,5499.2108,-0.5914
11,9,30.33,7.67,-100.8083,46.9188,5507.186,0.9117
11,10,31.6,7.67,-101.3569,45.385,5511.1353,5.1017
11,11,32.87,7.67,-101.8654,43.8644,5504.6509,2.5305
11,12,34.14,7.67,-102.338,42.3579,5493.9424,-2.0492
11,13,35.41,7.67,-102.7782,40.866,5478.8459,-10.5885
11,14,36.68,7.67,-103.1893,39.3893,5460.5453,-23.566
11,15,37.95,7.67,-103.574,37.9283,5435.1088,-45.7679
11,16,39.22,7.67,-103.9347,36.4833,5415.8973,-65.1946
11,17,40.49,7.67,-104.2736,35.0548,5420.1428,-68.2939
11,18,41.76,7.67,-104.5926,33.6431,5444.4719,-60.9363
11,19,43.03,7.67,-104.8933,32.2483,5494.3692,-34.0108
11,20,44.3,7.67,-105.1773,30.8708,5545.8453,-6.3764
11,21,45.57,7.67,-105.446,29.5107,5611.0357,34.2637
12,0,18.9,8.94,-89.6851,60.4442,5192.4679,-44.3124
12,1,20.17,8.94,-91.0955,58.8889,5216.7928,-39.3543
12,2,21.44,8.94,-92.365,57.3293,5262.6275,-25.3978
12,3,22.71,8.94,-93.5125,55.7685,5320.9477,-16.2255
12,4,23.98,8.94,-94.554,54.2089,5377.0053,-14.081
12,5,25.25,8.94,-95.503,52.653,5423.2401,-12.6836
12,6,26.52,8.94,-96.3708,51.1026,5463.4212,-9.7821
12,7,27.79,8.94,-97.1671,49.5593,5500.6,-2.2641
12,8,29.06,8.94,-97.9,48.0247,5522.3065,2.1502
12,9,30.33,8.94,-98.5767,46.4999,5532.7719,5.9043
12,10,31.6,8.94,-99.2032,44.9861,5540.4594,12.4691
12,11,32.87,8.94,-99.7847,43.4843,5535.7697,9.3973
12,12,34.14,8.94,-100.3259,41.9953,5526.8313,3.7885
12,13,35.41,8.94,-100.8306,40.5197,5515.5004,-3.4161
12,14,36.68,8.94,-101.3024,39.0584,5496.7278,-18.5084
12,15,37.95,8.94,-101.7443,37.6118,5470.1111,-42.729
12,16,39.22,8.94,-102.1591,36.1805,5447.2226,-65.4317
12,17,40.49,8.94,-102.5491,34.7648,5443.2536,-74.8561
12,18,41.76,8.94,-102.9165,33.3652,5465.7435,-68.3976
12,19,43.03,8.94,-103.2631,31.9819,5513.4547,-46.6215
12,20,44.3,8.94,-103.5906,30.6152,5564.7011,-24.7232
12,21,45.57,8.94,-103.9006,29.2654,5613.987,-4.2213
13,0,18.9,10.21,-86.6216,59.67,5160.5883,-68.3967
13,1,20.17,10.21,-88.1516,58.1597,5211.4147,-47.6907
13,2,21.44,10.21,-89.5356,56.6412,5277.0451,-30.7591
13,3,22.71,10.21,-90.7922,55.1182,5342.0578,-28.4751
13,4,23.98,10.21,-91.9371,53.5936,5406.2954,-18.6332
13,5,25.25,10.21,-92.9837,52.0698,5448.4783,-14.617
13,6,26.52,10.21,-93.9437,50.5492,5481.5732,-11.9411
13,7,27.79,10.21,-94.8268,49.0336,5515.2085,-4.5469
13,8,29.06,10.21,-95.6415,47.5247,5541.7881,3.1033
13,9,30.33,10.21,-96.3952,46.0239,5557.7584,8.0108
13,10,31.6,10.21,-97.0943,44.5325,5565.6804,9.7959
13,11,32.87,10.21,-97.7443,43.0516,5572.8616,13.5344
13,12,34.14,10.21,-98.35,41.5822,5570.0876,9.6073
13,13,35.41,10.21,-98.9158,40.1251,5561.3246,1.78
13,14,36.68,10.21,-99.4453,38.681,5547.3869,-10.1604
13,15,37.95,10.21,-99.9418,37.2507,5522.3439,-33.3522
13,16,39.22,10.21,-100.4083,35.8348,5501.4407,-53.9024
13,17,40.49,10.21,-100.8473,34.4336,5489.7315,-70.1076
13,18,41.76,10.21,-101.2611,33.0476,5508.8476,-65.9772
13,19,43.03,10.21,-101.6519,31.6773,5553.223,-48.142
13,20,44.3,10.21,-102.0214,30.3229,5608.4408,-23.4986
13,21,45.57,10.21,-102.3714,28.9847,5658.4758,-1.5271
14,0,18.9,11.48,-83.7252,58.8207,5138.268,-82.5354
14,1,20.17,11.48,-85.3531,57.3574,5205.0097,-58.8598
14,2,21.44,11.48,-86.8333,55.8824,5295.7725,-37.0286
14,3,22.71,11.48,-88.1832,54.3996,5370.6487,-31.9518
14,4,23.98,11.48,-89.4181,52.9123,5424.8472,-23.7649
14,5,25.25,11.48,-90.5509,51.4231,5462.0442,-16.7216
14,6,26.52,11.48,-91.5931,49.9347,5489.2301,-17.0861
14,7,27.79,11.48,-92.5546,48.4491,5522.7321,-11.3512
14,8,29.06,11.48,-93.4438,46.9681,5554.2841,-3.6409
14,9,30.33,11.48,-94.2682,45.4934,5579.3909,3.9213
14,10,31.6,11.48,-95.0344,44.0265,5596.3988,8.5749
14,11,32.87,11.48,-95.748,42.5685,5603.6757,7.5215
14,12,34.14,11.48,-96.4141,41.1206,5606.8962,6.1047
14,13,35.41,11.48,-97.0372,39.6838,5607.0204,4.5896
14,14,36.68,11.48,-97.6211,38.2588,5600.6375,-1.694
14,15,37.95,11.48,-98.1693,36.8465,5582.5394,-19.3858
14,16,39.22,11.48,-98.6848,35.4475,5562.5295,-40.4051
14,17,40.49,11.48,-99.1705,34.0624,5554.7995,-53.3247
14,18,41.76,11.48,-99.6289,32.6917,5570.2587,-51.6922
14,19,43.03,11.48,-100.062,31.3357,5614.402,-31.8416
14,20,44.3,11.48,-100.4718,29.995,5662.9492,-11.601
14,21,45.57,11.48,-100.8603,28.6697,5710.8153,10.786
15,0,18.9,12.75,-80.9963,57.9037,5140.4853,-86.3564
15,1,20.17,12.75,-82.7019,56.4888,5216.3378,-60.9131
15,2,21.44,12.75,-84.2608,55.0589,5318.0325,-34.5198
15,3,22.71,12.75,-85.689,53.618,5388.3621,-30.9136
15,4,23.98,12.75,-87.0007,52.1698,5435.21,-24.3401
15,5,25.25,12.75,-88.2085,50.7172,5467.5753,-21.3357
15,6,26.52,12.75,-89.3232,49.2628,5494.6087,-25.491
15,7,27.79,12.75,-90.3544,47.8091,5528.8325,-23.7817
15,8,29.06,12.75,-91.3107,46.358,5567.2632,-13.4222
15,9,30.33,12.75,-92.1993,44.9113,5599.4692,-2.719
15,10,31.6,12.75,-93.0269,43.4707,5622.1522,4.2925
15,11,32.87,12.75,-93.7991,42.0374,5635.9969,7.5591
15,12,34.14,12.75,-94.5212,40.6128,5642.039,6.9611
15,13,35.41,12.75,-95.1977,39.1978,5645.4179,5.8307
15,14,36.68,12.75,-95.8325,37.7936,5643.0665,-0.1627
15,15,37.95,12.75,-96.4293,36.4008,5640.2909,-6.4144
15,16,39.22,12.75,-96.9912,35.0203,5630.9066,-20.2248
15,17,40.49,12.75,-97.5212,33.6526,5628.9657,-29.4236
15,18,41.76,12.75,-98.0217,32.2985,5648.8004,-22.5966
15,19,43.03,12.75,-98.4952,30.9582,5683.5544,-8.5692
15,20,44.3,12.75,-98.9436,29.6324,5727.461,11.0332
15,21,45.57,12.75,-99.3689,28.3213,5770.0275,31.6697
16,0,18.9,14.02,-78.432,56.9262,5175.1863,-71.2264
16,1,20.17,14.02,-80.1972,55.5603,5257.7473,-41.9195
16,2,21.44,14.02,-81.8186,54.1765,5347.9362,-20.3153
16,3,22.71,14.02,-83.3109,52.7788,5411.7571,-14.8762
16,4,23.98,14.02,-84.6871,51.371,5448.265,-18.5641
16,5,25.25,14.02,-85.9589,49.9563,5479.0268,-24.1672
16,6,26.52,14.02,-87.1365,48.5375,5511.0886,-31.6243
16,7,27.79,14.02,-88.2291,47.1172,5545.9577,-32.5655
16,8,29.06,14.02,-89.245,45.6976,5581.4105,-24.4034
16,9,30.33,14.02,-90.1913,44.2805,5615.1419,-11.2405
16,10,31.6,14.02,-91.0745,42.8677,5640.6223,-1.426
16,11,32.87,14.02,-91.9004,41.4607,5662.0758,8.5049
16,12,34.14,14.02,-92.6739,40.0608,5671.2808,8.6142
16,13,35.41,14.02,-93.3997,38.6693,5682.5143,11.0803
16,14,36.68,14.02,-94.0819,37.2871,5689.3558,9.0812
16,15,37.95,14.02,-94.7241,35.9153,5690.0526,1.5655
16,16,39.22,14.02,-95.3295,34.5546,5692.3369,-3.9592
16,17,40.49,14.02,-95.9012,33.2058,5697.7614,-7.317
16,18,41.76,14.02,-96.4417,31.8694,5717.7773,0.8749
16,19,43.03,14.02,-96.9534,30.5461,5746.7999,13.2665
16,20,44.3,14.02,-97.4385,29.2364,5784.85,32.0207
16,21,45.57,14.02,-97.899,27.9406,5820.7988,50.615
17,0,18.9,15.29,-76.0273,55.8952,5221.3633,-50.2642
17,1,20.17,15.29,-77.8358,54.5785,5304.1771,-19.466
17,2,21.44,15.29,-79.5053,53.241,5380.7944,-2.2452
17,3,22.71,15.29,-81.0487,51.8871,5432.4434,-3.5209
17,4,23.98,15.29,-82.4778,50.5206,5468.7399,-12.3306
17,5,25.25,15.29,-83.8032,49.1449,5501.523,-26.2835
17,6,26.52,15.29,-85.0346,47.7628,5538.9058,-34.1623
17,7,27.79,15.29,-86.1805,46.3772,5571.4964,-34.6584
17,8,29.06,15.29,-87.2488,44.9902,5600.8579,-27.5561
17,9,30.33,15.29,-88.2464,43.604,5632.3989,-13.4204
17,10,31.6,15.29,-89.1795,42.2203,5657.9536,-2.6551
17,11,32.87,15.29,-90.0538,40.8409,5679.8542,6.4265
17,12,34.14,15.29,-90.8742,39.4671,5695.5957,9.55
17,13,35.41,15.29,-91.6454,38.1003,5712.0873,12.3761
17,14,36.68,15.29,-92.3713,36.7415,5726.595,13.5513
17,15,37.95,15.29,-93.0556,35.3918,5737.7184,13.3887
17,16,39.22,15.29,-93.7016,34.0522,5746.905,13.1006
17,17,40.49,15.29,-94.3123,32.7233,5754.6538,11.8519
17,18,41.76,15.29,-94.8903,31.406,5772.2124,19.3777
17,19,43.03,15.29,-95.4382,30.1007,5796.4176,31.2004
17,20,44.3,15.29,-95.9581,28.8082,5826.1896,46.9763
17,21,45.57,15.29,-96.452,27.5287,5854.3637,62.458
18,0,18.9,16.56,-73.7755,54.8171,5263.9496,-32.7411
18,1,20.17,16.56,-75.6133,53.5491,5343.163,-1.907
18,2,21.44,16.56,-77.3179,52.258,5408.0415,8.7127
18,3,22.71,16.56,-78.9007,50.9481,5455.2413,0.9694
18,4,23.98,16.56,-80.372,49.6234,5488.941,-18.7234
